text,type
"Drug: {'drug_id': 'drug_001234', 'drug_name': 'Etodolac', 'uses': '[]', 'side_effects': '[""( hives , runny or stuffy nose, wheezing, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat , burning eyes, skin pain, red or purple skin rash with blistering and peeling). Get emergency medical help if you have signs of a heart attack or stroke: chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, swelling in your legs, feeling short of breath. Stop using etodolac and call your doctor at once if you have: changes in your vision; any skin rash, no matter how mild; shortness of breath (even with mild exertion); swelling or rapid weight gain; signs of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; liver problems - nausea , upper stomach pain, itching, tired feeling, flu-like symptoms, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); kidney problems - little or no urination, swelling in your feet or ankles, feeling tired; or low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed, cold hands and feet. Common etodolac side effects include: nausea, vomiting, stomach pain, indigestion ; diarrhea , constipation , gas; dizziness , headache , tired feeling; rash; or ringing in your ears.""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'etodolac', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001235', 'drug_name': 'Etopophos', 'uses': '[]', 'side_effects': '[""pain, burning, irritation, or skin changes where the injection was given; severe nausea and vomiting ; easy bruising, unusual bleeding, purple or red spots under your skin; or low white blood cell counts--fever, mouth sores, skin sores, sore throat, cough, trouble breathing. Common side effects of Etopophos may include: nausea , vomiting ; constipation ; fever; trouble swallowing; or unusual or unpleasant taste in the mouth.""]', 'warnings': '[""Pregnancy category: D""]', 'rx_otc_status': 'Rx', 'generic_name': 'etoposide phosphate', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001236', 'drug_name': 'Etoposide', 'uses': '[]', 'side_effects': '[""sudden chest pain or discomfort, wheezing, dry cough or hack; easy bruising, unusual bleeding (nose, mouth, vagina, or rectum), purple or red pinpoint spots under your skin; vision problems; seizure (convulsions); liver problems--loss of appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet; or low white blood cell counts--fever, mouth sores, skin sores, sore throat, cough, trouble breathing. Common side effects of etoposide may include: sores or white patches in or around your mouth, trouble swallowing or talking, dry mouth, bad breath, altered sense of taste; nausea , vomiting ; or temporary hair loss .""]', 'warnings': '[""Pregnancy category: D""]', 'rx_otc_status': 'Rx', 'generic_name': 'etoposide (oral)', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001237', 'drug_name': 'Etravirine', 'uses': '[]', 'side_effects': '[""skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Etravirine may cause serious side effects. Call your doctor at once if you have: unexplained muscle pain, tenderness, or weakness; fever, unusual tiredness; dark colored urine; or any type of skin rash, no matter how mild. Etravirine affects your immune system, which may cause certain side effects (even weeks or months after you\'ve taken this medicine). Tell your doctor if you have: signs of a new infection--fever, night sweats , swollen glands, cold sores , cough, wheezing, diarrhea , weight loss ; trouble speaking or swallowing, problems with balance or eye movement, weakness or prickly feeling; or swelling in your neck or throat (enlarged thyroid), menstrual changes, impotence . Common side effects of etravirine may include: diarrhea; numbness or tingly feeling in your hands or feet; rash; or changes in the shape or location of body fat (especially in your arms, legs, face, neck, breasts, and waist).""]', 'warnings': '[""Pregnancy category: B""]', 'rx_otc_status': 'Rx', 'generic_name': 'etravirine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001238', 'drug_name': 'Eucalyptamint', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: redness or swelling of the treated area; increased pain; or severe burning or skin irritation such as a rash, itching, pain, or blistering. Less serious side effects may be more likely, and you may have none at all.""]', 'warnings': '[""Pregnancy category: N""]', 'rx_otc_status': 'Rx/OTC', 'generic_name': 'methyl salicylate topical', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001239', 'drug_name': 'Euflexxa', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Euflexxa may cause serious side effects. Call your doctor at once if you have: severe pain or swelling around the knee after the injection. Common side effects of Euflexxa may include: warmth, pain, redness, stiffness, bruising, or puffiness where the medicine was injected; nausea , stomach pain; trouble walking; swelling in your hands or feet; back pain , joint pain, muscle pain; numbness or tingly feeling; headache , dizziness ; or runny or stuffy nose, sneezing, sore throat .""]', 'warnings': '[""Pregnancy category: N""]', 'rx_otc_status': 'Rx', 'generic_name': 'sodium hyaluronate (injection)', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001240', 'drug_name': 'Euthyrox', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: fast or irregular heartbeats; chest pain, pain spreading to your jaw or shoulder; shortness of breath; fever, hot flashes , sweating; tremors, or if you feel unusually cold; weakness, tiredness, sleep problems ( insomnia ); memory problems, feeling depressed or irritable; headache, leg cramps, muscle aches; feeling nervous or irritable; dryness of your skin or hair, hair loss ; irregular menstrual periods; or vomiting , diarrhea , appetite changes, weight changes. Certain side effects may be more likely in older adults. Common Euthyrox side effects may include: chest pain, irregular heartbeats; shortness of breath; headache, leg cramps, muscle pain or weakness; tremors, feeling nervous or irritable, trouble sleeping; increased appetite; feeling hot; weight loss ; changes in your menstrual periods; diarrhea; or skin rash , partial hair loss.""]', 'warnings': '[""Pregnancy category: A""]', 'rx_otc_status': 'Rx', 'generic_name': 'levothyroxine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001241', 'drug_name': 'Evekeo', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Evekeo may cause serious side effects. Call your doctor at once if you have: signs of heart problems--chest pain, trouble breathing, feeling like you might pass out; signs of psychosis--hallucinations (seeing or hearing things that are not real), new behavior problems, aggression, hostility, paranoia; signs of circulation problems-- numbness , pain, cold feeling, unexplained wounds, or skin color changes (pale, red, or blue appearance) in your fingers or toes; a seizure (convulsions); muscle twitches (tics); pain or burning when you urinate; or changes in your vision. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting, or diarrhea. Evekeo can affect growth. Tell your doctor if your child is not growing at a normal rate. Common side effects of Evekeo may include: increased heart rate; mood changes, anxiety , feeling restless or nervous; trouble sleeping; dry mouth, stomach pain, nausea, vomiting, diarrhea, constipation ; loss of appetite, weight loss ; painful urination; sexual problems, impotence ; headache , dizziness ; fever, weakness; or itching.""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use."", ""CSA schedule: 2""]', 'rx_otc_status': 'Rx', 'generic_name': 'amphetamine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001242', 'drug_name': 'Evekeo Odt', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Evekeo ODT may cause serious side effects. Call your doctor at once if you have: signs of heart problems--chest pain, trouble breathing, feeling like you might pass out; signs of psychosis--hallucinations (seeing or hearing things that are not real), new behavior problems, aggression, hostility, paranoia; signs of circulation problems-- numbness , pain, cold feeling, unexplained wounds, or skin color changes (pale, red, or blue appearance) in your fingers or toes; a seizure (convulsions); muscle twitches (tics); pain or burning when you urinate; or changes in your vision. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting, or diarrhea. Evekeo ODT can affect growth. Tell your doctor if your child is not growing at a normal rate. Common side effects of Evekeo ODT may include: increased heart rate; mood changes, anxiety , feeling restless or nervous; trouble sleeping; dry mouth, stomach pain, nausea, vomiting, diarrhea, constipation ; loss of appetite, weight loss ; painful urination; sexual problems, impotence ; headache , dizziness ; fever, weakness; or itching.""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use."", ""CSA schedule: 2""]', 'rx_otc_status': 'Rx', 'generic_name': 'amphetamine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001243', 'drug_name': 'Evenity', 'uses': '[]', 'side_effects': '[""chest pain or pressure, shortness of breath, feeling light-headed, sudden numbness or weakness, problems with vision or speech, or loss of balance. Tell your doctor if you have: new or unusual pain in your thigh, hip, or groin; jaw pain or numbness; red or swollen gums, loose teeth, infected gums; or low calcium level - muscle spasms or contractions, numbness or tingly feeling (around your mouth, or in your fingers and toes). Common Evenity side effects may include: headache ; or joint pain.""]', 'warnings': '[]', 'rx_otc_status': 'Rx', 'generic_name': 'romosozumab', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001244', 'drug_name': 'Evista', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using this medicine and call your doctor at once if you have: swelling, tenderness, or other changes in your breasts; signs of a stroke - sudden numbness or weakness (especially on one side of the body), slurred speech, vision problems; signs of a blood clot in the lung - chest pain, trouble breathing, coughing up blood ; or signs of a blood clot deep in the body - swelling, warmth, or redness in an arm or leg. Common Evista side effects may include: hot flashes ; leg cramps; swelling in your hands, feet, or ankles; joint pain; flu symptoms; or increased sweating.""]', 'warnings': '[""Pregnancy category: X""]', 'rx_otc_status': 'Rx', 'generic_name': 'raloxifene', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001245', 'drug_name': 'Evoclin', 'uses': '[]', 'side_effects': '[""hives; difficult breathing; swelling of your face, lips, tongue, or throat. Serious side effects are unlikely when clindamycin is applied to the skin, but can occur if the medicine is absorbed into your bloodstream. Stop using Evoclin and call your doctor at once if you have: severe redness, itching, or dryness of treated skin areas; or severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose). Common Evoclin side effects may include: burning, itching, dryness, peeling or redness of treated skin; or oily skin.""]', 'warnings': '[""Pregnancy category: B""]', 'rx_otc_status': 'Rx', 'generic_name': 'clindamycin topical', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001246', 'drug_name': 'Evolocumab', 'uses': '[]', 'side_effects': '[""Evolocumab can cause serious side effects including: Serious Allergic Reactions . Some people taking evolocumab have had serious allergic reactions. Stop taking evolocumab and call your healthcare provider or seek emergency medical help right away if you or your child have any of these symptoms: trouble breathing or swallowing raised bumps (hives) rash, or itching swelling of the face, lips, tongue, throat or arms The most common side effects of evolocumab include: runny nose, sore throat, symptoms of the common cold, flu or flu-like symptoms, back pain, high blood sugar levels (diabetes) and redness, pain, or bruising at the injection site. Tell your healthcare provider if you or your child have any side effect that bothers you or that does not go away. These are not all the possible side effects of evolocumab. Ask your healthcare provider or pharmacist for more information. Call your healthcare provider for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088. Evolocumab side effects""]', 'warnings': '[]', 'rx_otc_status': 'Rx', 'generic_name': 'evolocumab Brand name: Repatha', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001247', 'drug_name': 'Evotaz', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: severe dizziness , irregular heartbeats; high blood sugar - increased thirst, increased urination, dry mouth, fruity breath odor; liver or gallbladder problems - upper stomach pain, nausea , vomiting , itching, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); a severe skin reaction - fever, flu-like symptoms, mouth sores, muscle or joint pain, swelling in your face, burning eyes, skin pain, blistering, warmth or redness under your skin; or signs of a kidney stone - pain in your side or lower back, painful or difficult urination, blood in your urine. You may need to stop taking this medicine permanently if you have a severe skin reaction. Evotaz affects your immune system, which may cause certain side effects (even weeks or months after you\'ve taken this medicine). Tell your doctor if you have: signs of a new infection - fever, night sweats , swollen glands, cold sores , cough, wheezing, diarrhea , weight loss ; trouble speaking or swallowing, problems with balance or eye movement, weakness or prickly feeling; or swelling in your neck or throat (enlarged thyroid), menstrual changes, impotence . Common Evotaz side effects may include: rash; jaundice; or changes in the shape or location of body fat (especially in your arms, legs, face, neck, breasts, and waist).""]', 'warnings': '[""Pregnancy category: B""]', 'rx_otc_status': 'Rx', 'generic_name': 'atazanavir and cobicistat', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001248', 'drug_name': 'Ex Lax Milk Of Magnesia', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Ex-Lax Milk of Magnesia may cause serious side effects. Stop using Ex-Lax Milk of Magnesia and call your doctor at once if you have: severe nausea , vomiting , or diarrhea; no bowel movement after using the medicine as a laxative; rectal bleeding ; or worsening symptoms. Common side effects of Ex-Lax Milk of Magnesia may include: diarrhea; or a decreased sense of taste.""]', 'warnings': '[""Pregnancy category: N""]', 'rx_otc_status': 'Rx/OTC', 'generic_name': 'magnesium hydroxide', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001249', 'drug_name': 'Excedrin', 'uses': '[]', 'side_effects': '[""hives; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Excedrin and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. Stop using Excedrin and call your doctor at once if you have: severe anxiety, agitation, confusion, panic; easy bruising or bleeding; a light-headed feeling, like you might pass out; if you feel very thirsty or hot, are unable to urinate, and have heavy sweating or hot and dry skin; symptoms of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; high potassium--slow heart rate, weak pulse, muscle weakness, tingly feeling; or liver problems--nausea, upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common Excedrin side effects may include: upset stomach, heartburn; depressed mood, feeling anxious or restless; or sleep problems (insomnia).""]', 'warnings': '[""Pregnancy category: N"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'OTC', 'generic_name': 'acetaminophen, aspirin, and caffeine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001250', 'drug_name': 'Excedrin Migraine', 'uses': '[]', 'side_effects': '[""hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Excedrin Migraine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. Stop using Excedrin Migraine and call your doctor at once if you have: severe anxiety , agitation , confusion, panic; easy bruising or bleeding; a light-headed feeling, like you might pass out; if you feel very thirsty or hot, are unable to urinate, and have heavy sweating or hot and dry skin ; symptoms of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; high potassium - slow heart rate, weak pulse, muscle weakness, tingly feeling; or liver problems - nausea, upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common Excedrin Migraine side effects may include: upset stomach , heartburn ; depressed mood, feeling anxious or restless; or sleep problems ( insomnia ).""]', 'warnings': '[""Pregnancy category: N"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'OTC', 'generic_name': 'acetaminophen, aspirin, and caffeine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001251', 'drug_name': 'Excedrin Quick Tab', 'uses': '[]', 'side_effects': '[""hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Excedrin Quick Tab Peppermint and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. Excedrin Quick Tab Peppermint may cause serious side effects. Stop using Excedrin Quick Tab Peppermint and call your doctor at once if you have: low fever with nausea, stomach pain, and loss of appetite; dark urine, clay-colored stools; or jaundice (yellowing of the skin or eyes). Common side effects of Excedrin Quick Tab Peppermint may include: sleep problems ( insomnia ); or feeling nervous, irritable, or jittery.""]', 'warnings': '[""Pregnancy category: N"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'OTC', 'generic_name': 'acetaminophen and caffeine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001252', 'drug_name': 'Excedrin Tension Headache', 'uses': '[]', 'side_effects': '[""hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Excedrin Tension Headache and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen. Excedrin Tension Headache may cause serious side effects. Stop using Excedrin Tension Headache and call your doctor at once if you have: low fever with nausea, stomach pain, and loss of appetite; dark urine, clay-colored stools; or jaundice (yellowing of the skin or eyes). Common side effects of Excedrin Tension Headache may include: sleep problems ( insomnia ); or feeling nervous, irritable, or jittery.""]', 'warnings': '[""Pregnancy category: N"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'OTC', 'generic_name': 'acetaminophen and caffeine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001253', 'drug_name': 'Exelon', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: severe or ongoing vomiting or diarrhea, loss of appetite, weight loss; bloody or tarry stools, cough with bloody mucus or vomit that looks like coffee grounds; a light-headed feeling, like you might pass out; tremors (uncontrolled shaking), restless muscle movements in your eyes, tongue, jaw, or neck; seizure (convulsions); painful or difficult urination; severe skin redness, itching, or irritation; or dehydration symptoms - feeling very thirsty or hot, being unable to urinate, heavy sweating, or hot and dry skin . Common Exelon side effects may include: upset stomach , nausea, vomiting; loss of appetite; or weakness.""]', 'warnings': '[""Pregnancy category: B""]', 'rx_otc_status': 'Rx', 'generic_name': 'rivastigmine (oral)', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001254', 'drug_name': 'Exenatide', 'uses': '[]', 'side_effects': '[""hives , itching; rapid heartbeats; difficult breathing; feeling light-headed; swelling of your face, lips, tongue, or throat. Some people using exenatide have had serious or fatal bleeding caused by low levels of platelets (blood cells that help your blood to clot). Stop using Byetta and call your doctor right away if you have unusual bleeding or bruising. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: pancreas or gallbladder problems--pain in your upper stomach spreading to your back, nausea and vomiting, fever, fast heart rate , yellowing of your skin or eyes; low blood sugar--headache, hunger, sweating, irritability, dizziness, nausea, fast heart rate, and feeling anxious or shaky; or kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of exenatide may include: indigestion , nausea, vomiting; diarrhea , constipation ; or itching or a small bump where the medicine was injected.""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'exenatide (Byetta)', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001255', 'drug_name': 'Exforge', 'uses': '[]', 'side_effects': '[""hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: a light-headed feeling, like you might pass out; swelling in your hands or feet, rapid weight gain; or signs of an electrolyte imbalance - dry mouth, increased thirst, drowsiness, confusion, feeling restless, vomiting, muscle pain or weakness, lack of energy, fast heartbeats, little or no urine, or a seizure. Common Exforge side effects include: swelling in your hands or feet; headache and dizziness; or cold symptoms such as stuffy nose, sneezing, sore throat.""]', 'warnings': '[""Pregnancy category: D""]', 'rx_otc_status': 'Rx', 'generic_name': 'amlodipine and valsartan', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001256', 'drug_name': 'Exforge Hct', 'uses': '[]', 'side_effects': '[""hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: a light-headed feeling, like you might pass out; an unusual skin rash ; blurred vision, tunnel vision, eye pain , or seeing halos around lights; high or low potassium levels - leg cramps, nausea , constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; kidney problems - little or no urination, swelling in your feet or ankles, feeling tired or short of breath; low magnesium level - dizziness , feeling jittery, muscle cramps, muscle spasms, cough or choking feeling; or low sodium level - headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common Exforge HCT side effects may include: dizziness; headache, tiredness; nausea, upset stomach ; stuffy nose, sinus pain, sore throat ; back pain , muscle spasms; or swelling in your hands, ankles, or feet.""]', 'warnings': '[""Pregnancy category: D"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'amlodipine, hydrochlorothiazide, and valsartan', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001257', 'drug_name': 'Exocaine Plus', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: redness or swelling of the treated area; increased pain; or severe burning or skin irritation such as a rash, itching, pain, or blistering. Less serious side effects may be more likely, and you may have none at all.""]', 'warnings': '[""Pregnancy category: N""]', 'rx_otc_status': 'Rx/OTC', 'generic_name': 'methyl salicylate topical', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001258', 'drug_name': 'Exoten C Pain Relief', 'uses': '[]', 'side_effects': '[""WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Irritation where Exoten-C Pain Relief (methyl salicylate, menthol, and capsaicin lotion) is used. Very bad burning or burning that does not go away. Exoten-C Pain Relief side effects""]', 'warnings': '[""Pregnancy category: N""]', 'rx_otc_status': 'OTC', 'generic_name': 'Methyl Salicylate, Menthol, and Capsaicin Lotion', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001259', 'drug_name': 'Exparel', 'uses': '[]', 'side_effects': '[""hives , red rash, itching; sneezing, difficulty breathing; severe dizziness , vomiting ; swelling of your face, lips, tongue, or throat. You will be watched closely after receiving Exparel, to make sure you do not have a reaction to the medicine. Tell your caregivers at once if you have any of these signs of a serious side effect: ringing in your ears; drowsiness, feeling restless or anxious; feeling like you might pass out; speech or vision problems, a metallic taste in your mouth; numbness or tingling around your mouth; fast or slow heart rate , feeling short of breath, feeling unusually hot or cold; tremors, twitching, mood changes; ongoing numbness, weakness, or loss of movement where the medicine was injected; or joint pain or stiffness, or weakness in any part of your body for months after your surgery. You may still feel numb or be unable to move the numbed area for up to 5 days after you are treated with bupivacaine. Common Exparel side effects include: nausea , vomiting; constipation ; or fever .""]', 'warnings': '[""Pregnancy category: C""]', 'rx_otc_status': 'Rx', 'generic_name': 'bupivacaine liposome', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001260', 'drug_name': 'Ezallor', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Ezallor Sprinkle may cause serious side effects. Call your doctor at once if you have: unexplained muscle pain, tenderness, or weakness; muscle weakness in your hips, shoulders, neck, and back; trouble lifting your arms, trouble climbing or standing; confusion, memory problems; or liver problems--upper stomach pain, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes). Common side effects of Ezallor Sprinkle may include: headache ; weakness; muscle aches; or nausea , stomach pain.""]', 'warnings': '[""Pregnancy category: X"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'rosuvastatin', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001261', 'drug_name': 'Ezetimibe', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Ezetimibe can cause the breakdown of muscle tissue, which can lead to kidney failure. Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark urine. Side effects may be more likely in older adults. Common ezetimibe side effects may include: diarrhea ; cold symptoms such as stuffy nose, sneezing, sore throat ; pain in an arm or leg; joint pain; or muscle pain while taking ezetimibe with a statin.""]', 'warnings': '[""Pregnancy category: C""]', 'rx_otc_status': 'Rx', 'generic_name': 'ezetimibe', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001262', 'drug_name': 'Ezetimibe Rosuvastatin', 'uses': '[]', 'side_effects': '[""hives , rash, itching; wheezing, dizziness , difficult breathing; swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: unexplained muscle pain, tenderness, or weakness (especially if you also have fever); upper stomach pain, loss of appetite; severe weakness or tiredness; dark colored urine; or jaundice (yellowing of the skin or eyes). Common side effects of ezetimibe and rosuvastatin may include: headache , dizziness; stomach pain, nausea , diarrhea , constipation ; muscle or joint pain; pain in your hands, legs, or back; feeling weak or tired; or cold symptoms such as stuffy nose, sneezing, sinus pain, sore throat .""]', 'warnings': '[""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'ezetimibe and rosuvastatin', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
